Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,combined,flavors
7th Heaven,Martini,,"1.5 oz no.3 london dry gin, .5 oz luxardo maraschino liqueur, 1 oz grapefruit juice, .25 oz pages elderflower syrup, 1 dash angostura bitters",Shake all ingredients in an iced-filled cocktail shaker. Strain into chilled martini glass or cocktail coupe.,0,0,0,1,0,0,1,"1.5 oz no.3 london dry gin, .5 oz luxardo maraschino liqueur, 1 oz grapefruit juice, .25 oz pages elderflower syrup, 1 dash angostura bitters,fruity,bitter",",fruity,bitter"
9 1/2 Weeks,Cocktail glass,,"absolut citron,orange curacao,strawberry liqueur,orange juice",Combine all ingredients in glass mixer. Chill and strain into Cocktail glass. Garnish with sliced strawberry.,0,1,0,1,0,0,0,"absolut citron,orange curacao,strawberry liqueur,orange juice,citrus,fruity",",citrus,fruity"
A Gift from Zara,Wine Glass,,"1.5 oz luxardo bitter bianco, .75 oz london dry gin, .75 oz elderflower liqueur, 2 dash citric acid, 4 drops orange flower water, 2.5 oz topo chico mineral water",Build all ingredients except for the Topo Chico in a wine glass. Fill the glass with cubed ice then top with Topo Chico by pouring it down a barspoon to incorporate. Zest the top with orange and place it in the glass. Add edible flowers for aroma and aesthetic.,0,1,0,0,0,0,1,"1.5 oz luxardo bitter bianco, .75 oz london dry gin, .75 oz elderflower liqueur, 2 dash citric acid, 4 drops orange flower water, 2.5 oz topo chico mineral water,citrus,bitter",",citrus,bitter"
A Gilligan's Island,Collins glass,,"vodka,peach schnapps,orange juice,cranberry juice","Shaken, not stirred!",0,1,0,1,0,0,0,"vodka,peach schnapps,orange juice,cranberry juice,citrus,fruity",",citrus,fruity"
A Love Song,Martini,,"1 oz no.3 london dry gin, 1 oz maurin quina, .5 oz luxardo bitter, .5 oz king's ginger liqueur",Combine all ingredients besides blood orange into a mixing glass and stir until proper dilution (15-20 seconds). Pour into a small martini glass. Rub a thin slice of blood orange around the rim and place in drink.,0,0,0,0,0,0,1,"1 oz no.3 london dry gin, 1 oz maurin quina, .5 oz luxardo bitter, .5 oz king's ginger liqueur,bitter",",bitter"
A Mi Manera (My Way) Pisco Punch,Punch Glass,,"2 oz barsol selecto italia pisco, 1 oz luxardo apricot liqueur, 2 oz minta soda, 1 pinch citric acid or lime juice, 1 scoop pineapple sorbet","Mix the Pisco, apricot liqueur and citric acid ingredients together in a punch bowl and allow to rest for 45 minutes. Place a large 2.2 lb. ice block 10 minutes before serving. Scoop the pineapple sorbet in a punch glass and fill up with the mix, top up with mint-flavored soda. Garnish with candied pineapple wheel from Dress the Drink.",0,1,0,1,0,0,0,"2 oz barsol selecto italia pisco, 1 oz luxardo apricot liqueur, 2 oz minta soda, 1 pinch citric acid or lime juice, 1 scoop pineapple sorbet,citrus,fruity",",citrus,fruity"
A Regal Air ,Martini,,"3 oz domingo perez marin 'la guita' manzanilla sherry, .5 oz king's ginger liqueur, .25 oz chartreuse , .25 oz juice of an orange",Combine these ingredients and roll gently over ice and strain into a martini glass. Top with pumpkin foam.,0,1,0,0,0,0,0,"3 oz domingo perez marin 'la guita' manzanilla sherry, .5 oz king's ginger liqueur, .25 oz chartreuse , .25 oz juice of an orange,citrus",",citrus"
A Tall Tell,,,"9 oz c. drouin calvados selection, 6 oz marrakesh mint tea, 6 oz prosecco, 3 oz king's ginger liqueur, 2 oz lemon juice, 1.5 oz velvet falernum, .5 oz dale degroff's pimento aromatic bitters",Combine all the ingredients except Prosecco. Add a large block of ice or large ice cubes and stir. Top with Prosecco. Garnish with orange wheels studded with cloves and float some mint sprigs in the bowl.,1,1,0,0,0,0,1,"9 oz c. drouin calvados selection, 6 oz marrakesh mint tea, 6 oz prosecco, 3 oz king's ginger liqueur, 2 oz lemon juice, 1.5 oz velvet falernum, .5 oz dale degroff's pimento aromatic bitters,floral,citrus,bitter",",floral,citrus,bitter"
A True Amaretto Sour,Old-fashioned glass,,"amaretto,lemon,ice,maraschino cherry","Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.",0,1,0,1,0,0,0,"amaretto,lemon,ice,maraschino cherry,citrus,fruity",",citrus,fruity"
A.D.M. (After Dinner Mint),Irish coffee cup,,"white creme de menthe,southern comfort,vodka,hot chocolate",shake vigorously,0,0,0,0,0,0,0,"white creme de menthe,southern comfort,vodka,hot chocolate",
A.Nise,Rocks Glass,,"1.5 oz pink pigeon rum, .5 oz luxardo amaretto di saschira, .5 oz osha falernum, .5 oz lemon juice, 1 oz pineapple juice, 3 dash orange bitters",Add all ingredients into a shaker with ice. Shake. Strain over fresh ice into a rocks glass. Garnish with star anise and two slices lemongrass.,0,1,0,1,0,0,1,"1.5 oz pink pigeon rum, .5 oz luxardo amaretto di saschira, .5 oz osha falernum, .5 oz lemon juice, 1 oz pineapple juice, 3 dash orange bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
A1,Cocktail glass,,"gin,grand marnier,lemon juice,grenadine","Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.",0,1,0,0,0,0,0,"gin,grand marnier,lemon juice,grenadine,citrus",",citrus"
Abano Sour,,,"1.5 oz luxardo amaro abano, 1 oz fresh lemon juice, .25 oz agave nectar, 1 dash grapefruit bitters, .5 oz egg white",Shake ingredients with ice then strain into a sour cocktail glass previously rimmed with cardamom sugar.,0,1,0,1,0,1,1,"1.5 oz luxardo amaro abano, 1 oz fresh lemon juice, .25 oz agave nectar, 1 dash grapefruit bitters, .5 oz egg white,citrus,fruity,sweet,bitter",",citrus,fruity,sweet,bitter"
Abbey Martini,Cocktail glass,,"gin,sweet vermouth,orange juice,angostura bitters","Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",0,1,0,0,0,0,1,"gin,sweet vermouth,orange juice,angostura bitters,citrus,bitter",",citrus,bitter"
Above My Pay Grade,Coupe,,"1.5 oz semper fi white whiskey, .75 oz chateau de montifaud pineau des charentes rose, .75 oz tempus fugit gran classico bitter, 3 dash house-made citrus bitters",Stir and strain.,1,1,0,0,0,0,1,"1.5 oz semper fi white whiskey, .75 oz chateau de montifaud pineau des charentes rose, .75 oz tempus fugit gran classico bitter, 3 dash house-made citrus bitters,floral,citrus,bitter",",floral,citrus,bitter"
Abrazo Latino,Coupe,,"1.5 oz chinaco reposado tequila, .75 oz luxardo amaro abano, .75 oz luxardo triplum (triple sec)",Stir ingredients in a mixing glass filled with ice then strain into a chilled cocktail coupe.,0,0,0,1,0,0,0,"1.5 oz chinaco reposado tequila, .75 oz luxardo amaro abano, .75 oz luxardo triplum (triple sec),fruity",",fruity"
Absolut Summertime,Collins glass,,"absolut citron,sweet and sour,sprite,soda water,lemon",Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,0,1,0,0,0,0,0,"absolut citron,sweet and sour,sprite,soda water,lemon,citrus",",citrus"
Absolutely Fabulous,Champagne flute,,"vodka,cranberry juice,champagne",Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,0,0,0,1,0,0,0,"vodka,cranberry juice,champagne,fruity",",fruity"
Absolutly Screwed Up,Collins glass,,"absolut citron,orange juice,triple sec,ginger ale","Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",0,1,0,0,0,0,0,"absolut citron,orange juice,triple sec,ginger ale,citrus",",citrus"
Ace,Martini Glass,,"gin,grenadine,heavy cream,milk,egg white",Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,0,0,0,0,0,0,0,"gin,grenadine,heavy cream,milk,egg white",
Across The Pond,Rocks Glass,,"1 oz junipero gin, 1 oz king's ginger liqueur, .5 oz round pond meyer lemon syrup, .75 oz fresh lemon juice, 1 splash soda water","Combine all ingredients except soda in a shaker with ice, shake to combine. Pour over ice in a rocks glass and top with soda. Garnish with a Luxardo cherry.
",0,1,0,0,0,0,0,"1 oz junipero gin, 1 oz king's ginger liqueur, .5 oz round pond meyer lemon syrup, .75 oz fresh lemon juice, 1 splash soda water,citrus",",citrus"
Adam & Eve,Cocktail glass,,"gin,cognac,creme de cassis,fresh lemon juice",Shake together all the ingredients and strain into a cold glass.,0,1,0,0,0,0,0,"gin,cognac,creme de cassis,fresh lemon juice,citrus",",citrus"
Addington,Cocktail glass,,"sweet vermouth,dry vermouth,soda water",Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ,0,0,0,0,0,0,0,"sweet vermouth,dry vermouth,soda water",
Addison,Martini Glass,,"gin,vermouth",Shake together all the ingredients and strain into a cold glass.,0,0,0,0,0,0,0,"gin,vermouth",
Addison Special,Old-fashioned glass,,"vodka,grenadine,orange juice",Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,0,1,0,0,0,0,0,"vodka,grenadine,orange juice,citrus",",citrus"
Adios Amigos Cocktail,Martini Glass,,"rum,dry vermouth,cognac,gin,fresh lime juice,sugar syrup,water",Shake together all the ingredients and strain into a cold glass.,0,1,0,0,0,1,0,"rum,dry vermouth,cognac,gin,fresh lime juice,sugar syrup,water,citrus,sweet",",citrus,sweet"
Alaska Cocktail,Coupe,,"2.25 oz no.3 london dry gin, .75 oz green chartreuse, 3 dash orange bitters",Stir in mixing glass and serve in a chilled coupe.,0,1,0,0,0,0,1,"2.25 oz no.3 london dry gin, .75 oz green chartreuse, 3 dash orange bitters,citrus,bitter",",citrus,bitter"
Almond Brother,Coupe,,"2 oz reposado tequila, .25 oz luxardo amaretto di saschira, 1 tsp luxardo apricot liqueur, .75 oz lime juice, .25 oz luxardo orgeat syrup, .25 oz maple syrup","Shake with ice, strain into a coupe. No garnish.",0,1,0,1,0,0,0,"2 oz reposado tequila, .25 oz luxardo amaretto di saschira, 1 tsp luxardo apricot liqueur, .75 oz lime juice, .25 oz luxardo orgeat syrup, .25 oz maple syrup,citrus,fruity",",citrus,fruity"
Almond Crusta,Coupe,,"1 oz h by hine, .5 oz junipero gin, .75 oz lemonjuice, .5 oz orgeat, 1 dash angostura bitters",Chill coupe glass and garnish rim by coating the outer lip of the glass with a wedge of lemon and dipping into a shallow dish containing superfine white sugar. Place lemon strip neatly along side of sugared coupe. Combine all liquid ingredients into shaker; add ice and shake. Double strain into glass.,0,1,0,0,0,0,1,"1 oz h by hine, .5 oz junipero gin, .75 oz lemonjuice, .5 oz orgeat, 1 dash angostura bitters,citrus,bitter",",citrus,bitter"
Amaretto Bourbon Punch,Punch Bowl,,"37.5 oz hirsch small batch reserve bourbon, 6.25 oz luxardo amaretto di saschira, 12.5 oz fresh lemon juice, 12.5 oz sparkling apple juice, 6.25 oz simple syrup, 37.5 oz seltzer",Mix ingredients in the punch bowl.,0,1,0,1,0,1,0,"37.5 oz hirsch small batch reserve bourbon, 6.25 oz luxardo amaretto di saschira, 12.5 oz fresh lemon juice, 12.5 oz sparkling apple juice, 6.25 oz simple syrup, 37.5 oz seltzer,citrus,fruity,sweet",",citrus,fruity,sweet"
"Amaretto Jello Shot, Why Not",,,"2 cups boiling water, 6 packages raspberry jello packages, 1.25 cup luxardo amaretto di saschira, .25 cup fresh lime juice, .5 cup cold water",This is a recipe for Jello Shots!,0,1,0,1,0,0,0,"2 cups boiling water, 6 packages raspberry jello packages, 1.25 cup luxardo amaretto di saschira, .25 cup fresh lime juice, .5 cup cold water,citrus,fruity",",citrus,fruity"
Amaretto Rose,Collins,,"1.5 oz luxardo amaretto di saschira, .5 oz lime juice,  fill club soda",Pour Amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,0,1,0,0,0,0,0,"1.5 oz luxardo amaretto di saschira, .5 oz lime juice,  fill club soda,citrus",",citrus"
Amaretto Sour,Old Fashioned Glass,,"2 oz luxardo amaretto di saschira, 1 oz fresh lemon juice, .75 oz simple syrup, .5 oz egg white",Shake with ice to mix and emulsify. Strain into a chilled old fashioned glass filled with ice. Garnish with Luxardo Maraschino Cherries and fresh lemon zest.,0,1,0,0,0,1,0,"2 oz luxardo amaretto di saschira, 1 oz fresh lemon juice, .75 oz simple syrup, .5 oz egg white,citrus,sweet",",citrus,sweet"
Amaretto Sour (Modern),Old Fashioned Glass,,"2 oz luxardo amaretto di saschira, 1 oz fresh squeezed lemon juice, .5 oz pasteurized egg white, 1, small scoop lemon sorbet",Shake with ice to mix and emulsify. Strain into a chilled old fashioned glass filled with ice. Garnish with Luxardo Maraschino Cherries and fresh lemon zest.,0,1,0,0,0,0,0,"2 oz luxardo amaretto di saschira, 1 oz fresh squeezed lemon juice, .5 oz pasteurized egg white, 1, small scoop lemon sorbet,citrus",",citrus"
Amaretto Sour BV-Style,Coupe,,"1.5 oz luxardo amaretto di saschira, .5 oz bourbon, .5 oz fresh lime juice, .75 oz pineapple juice, .75 oz fresh egg white, 2 dash angostura bitters",Add all ingredients to a shaker and shake well without ice to emulsify the egg white. Add ice and shake hard until the drink is chilled. Strain through a fine-mesh strainer into a chilled coupe and garnish.,0,1,0,1,0,0,1,"1.5 oz luxardo amaretto di saschira, .5 oz bourbon, .5 oz fresh lime juice, .75 oz pineapple juice, .75 oz fresh egg white, 2 dash angostura bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Amaretto Sourball,Old Fashioned Glass,,"1 oz vodka, 1 oz luxardo amaretto di saschira, 1 splash lemon juice, 1 splash orange juice","Shake all ingredients together with ice in a cocktail shaker. Strain into a small old-fashioned glass, and serve.",0,1,0,0,0,0,0,"1 oz vodka, 1 oz luxardo amaretto di saschira, 1 splash lemon juice, 1 splash orange juice,citrus",",citrus"
Americana Fizz (Layered Cocktail),Highball Glass,,"1.5 oz junipero gin, .75 oz fresh lemon juice, .25 oz simple syrup, .75 oz the genuine curacao liqueur blue, .5 oz luxardo aperitivo,  splash perrier grapefruit","Shake the gin, lemon, and simple syrup ingredients together in a shaker to chill. Gently pour into a highball glass filled with ice and 3/4 oz Curacao Blue. Top the cocktail with 1/2 oz Luxardo Aperitivo. Add a splash of Perrier grapefruit and garnish with Luxardo Cherries and blueberries for color.",0,1,0,1,0,1,0,"1.5 oz junipero gin, .75 oz fresh lemon juice, .25 oz simple syrup, .75 oz the genuine curacao liqueur blue, .5 oz luxardo aperitivo,  splash perrier grapefruit,citrus,fruity,sweet",",citrus,fruity,sweet"
And The Cherry On Top Is...,Tall Glass,,"1 oz luxardo maraschino liqueur, 3 oz vodka, .5 oz root 23 cherry almond simple syrup, 1 oz lemon juice,  splash club soda","In the bottom of a cocktail shaker, muddle pitted cherries if using. Add Luxardo Maraschino, vodka, fresh lemon juice and simple syrup. Shake hard, then double strain (though a fine mesh strainer) into a tall glass with fresh ice. Add a splash of soda and stick a cherry on top.",0,1,0,1,0,1,0,"1 oz luxardo maraschino liqueur, 3 oz vodka, .5 oz root 23 cherry almond simple syrup, 1 oz lemon juice,  splash club soda,citrus,fruity,sweet",",citrus,fruity,sweet"
Andy Warhol,Collins,,"1.5 oz no.3 london dry gin, .5 oz tempus fugit alessio vermouth bianco, 1 oz fresh squeezed ruby grapefruit, .5 oz simple syrup, 3 slices cucumber, 1 fill soda water","Shake and strain over fresh ice into collins glass. Add soda. Garnish with basil.
",0,0,0,1,0,1,0,"1.5 oz no.3 london dry gin, .5 oz tempus fugit alessio vermouth bianco, 1 oz fresh squeezed ruby grapefruit, .5 oz simple syrup, 3 slices cucumber, 1 fill soda water,fruity,sweet",",fruity,sweet"
Angel Face (Classic),,,"1 oz luxardo apricot liqueur, 1 oz c. drouin calvados selection, 1 oz no.3 london dry gin","Stir the ingredients in a mixing glass filled with ice, then strain and serve into a chilled cocktail glass.",0,0,0,1,0,0,0,"1 oz luxardo apricot liqueur, 1 oz c. drouin calvados selection, 1 oz no.3 london dry gin,fruity",",fruity"
Angel's Face,Cocktail Glass,,"1 oz no.3 london dry gin, 1 oz applejack, 1 oz luxardo apricot liqueur","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a cocktail glass. Garnish with a slice of orange peel.",0,0,0,1,0,0,0,"1 oz no.3 london dry gin, 1 oz applejack, 1 oz luxardo apricot liqueur,fruity",",fruity"
Aperitivo Spritz,,,"2 oz luxardo aperitivo, 3 oz prosecco, 1 splash sparkling water","Build over ice, stir lightly, and garnish with an orange peel or slice and Luxardo Cherry.",1,0,0,0,0,0,0,"2 oz luxardo aperitivo, 3 oz prosecco, 1 splash sparkling water,floral",",floral"
Applejack,Cocktail glass,,"jack daniels,midori melon liqueur,sour mix","Add all ingredients into mixing glass, chill and strain into cocktail glass",0,1,0,0,0,0,0,"jack daniels,midori melon liqueur,sour mix,citrus",",citrus"
Apples & Grapes,,,"1.5 oz tempus fugit kina l'aero d'or, 1 oz c. drouin pommeau de normandie, 2 dash orange bitters",On the rocks with twist.,0,1,0,0,0,0,1,"1.5 oz tempus fugit kina l'aero d'or, 1 oz c. drouin pommeau de normandie, 2 dash orange bitters,citrus,bitter",",citrus,bitter"
Apricot Blush,,,"1 oz vanilla flavored vodka, .75 oz luxardo apricot liqueur, 1 oz fresh sweet n' sour mix, 3 oz prosecco,  oz sliced plum, 2 sprigs mint sprig","In a tall glass muddle the mint and plum with fresh sweet n' sour, pour the liquors then fill up with ice and top with Prosecco.",1,0,0,1,0,0,0,"1 oz vanilla flavored vodka, .75 oz luxardo apricot liqueur, 1 oz fresh sweet n' sour mix, 3 oz prosecco,  oz sliced plum, 2 sprigs mint sprig,floral,fruity",",floral,fruity"
Apricot Lady,Old Fashioned Glass,,"1.25 oz light rum, 1 oz luxardo apricot liqueur, .25 tsp triple sec, 1 tbsp lime juice, 1  egg white",Shake all ingredients with ice and strain into old fashioned glass over ice cubes. Add an orange slice.,0,1,0,1,0,0,0,"1.25 oz light rum, 1 oz luxardo apricot liqueur, .25 tsp triple sec, 1 tbsp lime juice, 1  egg white,citrus,fruity",",citrus,fruity"
Arapa Cocktail,Martini,,"1.5 oz barsol supremo moste verde italia pisco, .5 oz junipero gin, .75 oz luxardo triplum (triple sec), .5 oz lemon juice, 1 dash fee bros. rhubard bitters",Shake all ingredients with ice. Double strain into a chilled Martini glass. Garnish with a Luxardo Maraschino cherry.,0,1,0,1,0,0,1,"1.5 oz barsol supremo moste verde italia pisco, .5 oz junipero gin, .75 oz luxardo triplum (triple sec), .5 oz lemon juice, 1 dash fee bros. rhubard bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Arizona Stingers,Hurricane glass,,"absolut vodka,iced tea",Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,0,0,0,0,0,0,0,"absolut vodka,iced tea",
Arizona Twister,Hurricane glass,,"vodka,malibu rum,gold tequila,orange juice,pineapple juice,cream of coconut,grenadine,ice,pineapple","Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.",0,1,0,1,0,0,0,"vodka,malibu rum,gold tequila,orange juice,pineapple juice,cream of coconut,grenadine,ice,pineapple,citrus,fruity",",citrus,fruity"
Army special,Cocktail glass,,"vodka,gin,lime juice cordial,ice","Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",0,1,0,0,0,0,0,"vodka,gin,lime juice cordial,ice,citrus",",citrus"
Assemble Mule,Highball Glass,,"20 ml monkey shoulder blended scotch whisky, 15 ml king's ginger liqueur, 20 ml mezcal, 20 ml agave syrup, 15 ml lime juice, 4  mint leaves,  top prosecco","Shake all the ingredients a part from the Prosecco. Double strain in an highball. Fill with crushed Ice. Top up with a touch of Prosecco.

Garnish with a mint sprig, a marshmallow on a stick, and a green and white striped paper straw.",1,1,0,0,0,1,0,"20 ml monkey shoulder blended scotch whisky, 15 ml king's ginger liqueur, 20 ml mezcal, 20 ml agave syrup, 15 ml lime juice, 4  mint leaves,  top prosecco,floral,citrus,sweet",",floral,citrus,sweet"
Astoria,Cocktail Glass,,"2 oz junipero gin, 1 oz dry vermouth, 1-2 dash orange bitters","Stir over ice for at least 30 seconds, strain into cocktail glass. Garnish with lemon twist.",0,1,0,0,0,0,1,"2 oz junipero gin, 1 oz dry vermouth, 1-2 dash orange bitters,citrus,bitter",",citrus,bitter"
Aviation,Cocktail glass,Unforgettables,"gin,lemon juice,maraschino liqueur",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,0,1,0,0,0,0,0,"gin,lemon juice,maraschino liqueur,citrus",",citrus"
Aviation (Adapted),Cocktail Glass,,"2 oz no.3 london dry gin, .5 oz luxardo maraschino liqueur, .5 oz fresh lemon juice, .25 oz tempus fugit liqueur de violettes","Shake gin, maraschino, and lemon juice with ice then strain into a chilled cocktail glass. Use a bar spoon to float the violettes (which it will sink) into the bottom of the glass. Garnish with a lemon peel and a Luxardo Cherry on a pick.",1,1,0,0,0,0,0,"2 oz no.3 london dry gin, .5 oz luxardo maraschino liqueur, .5 oz fresh lemon juice, .25 oz tempus fugit liqueur de violettes,floral,citrus",",floral,citrus"
B-String,Coupe,,"1.5 oz h by hine, 1 oz lustau amontillado sherry, .5 oz giffard banane du brésil, 3 dash house-made roasted banana bitters (or bittermens tiki bitters)",Stir with ice for about 20 seconds and then strain into a chilled cocktail coupe.,0,0,0,1,0,0,1,"1.5 oz h by hine, 1 oz lustau amontillado sherry, .5 oz giffard banane du brésil, 3 dash house-made roasted banana bitters (or bittermens tiki bitters),fruity,bitter",",fruity,bitter"
Bachelor's Bait,Cocktail Glass,,"2 oz junipero gin, 6 dash grapefruit shrub, 3 dash orange bitters, 1 dash grenadine, 1  egg white",Shake with cracked ice and strain into a chilled cocktail glass.,0,1,0,1,0,0,1,"2 oz junipero gin, 6 dash grapefruit shrub, 3 dash orange bitters, 1 dash grenadine, 1  egg white,citrus,fruity,bitter",",citrus,fruity,bitter"
Bacio Romana,Coupe,,"1.5 oz luxardo bitter bianco, .5 oz barsol pisco, .5 oz luxardo maraschino liqueur, .5 oz dry vermouth",Combine all ingredients into mixing glass. Add ice. Stir until very cold. Strain and fine strain to prevent ice chips in coupe glass. Garnish with orange twist entwined around a cinnamon stick.,0,0,0,0,0,0,1,"1.5 oz luxardo bitter bianco, .5 oz barsol pisco, .5 oz luxardo maraschino liqueur, .5 oz dry vermouth,bitter",",bitter"
Baile de Verano,Highball Glass,,"2 oz barsol perfecto amor (aperitif wine), .5 oz penny blue mauritian rum, 6 dash celery shrub, 3 dash house-made tarragon tincture","Combine all ingredients in a shaker tin, add ice, and shake vigorously. Double strain with a fine mesh strainer into a highball glass.",0,0,0,0,0,0,0,"2 oz barsol perfecto amor (aperitif wine), .5 oz penny blue mauritian rum, 6 dash celery shrub, 3 dash house-made tarragon tincture",
Bajo Control,Hurricane Glass,,"2 oz barsol perfecto amor (aperitif wine), 1 oz dolin dry vermouth, .75 oz lemon juice, .5 oz agave syrup","Shake all ingredients and double strain. Serve in a hurricane glass, add 2 oz Lager. Garnish with an orange horse-neck peel.",0,1,0,0,0,1,0,"2 oz barsol perfecto amor (aperitif wine), 1 oz dolin dry vermouth, .75 oz lemon juice, .5 oz agave syrup,citrus,sweet",",citrus,sweet"
Bakko & Zengo,,,"1.5 oz nikka coffey grain whisky, .25 oz house-made allspice dram, .25 oz heavy cream, .25 oz simple syrup, 1  whole egg, 2 dash chocolate bitters",Served in a snifter with grated cinnamon.,0,0,0,0,0,1,1,"1.5 oz nikka coffey grain whisky, .25 oz house-made allspice dram, .25 oz heavy cream, .25 oz simple syrup, 1  whole egg, 2 dash chocolate bitters,sweet,bitter",",sweet,bitter"
